"schema","uuid","id","gmd:title","gmd:abstract","link_download","gmd:URL"
"iso19139","9e62f133-33ca-40be-b628-47abdb3e5b7a","587017","ACS ZIP Code Tabulation Areas - ZCTAs","This is a MD iMAP hosted service. Find out more at http://imap.maryland.gov . The American Community Survey (ACS) is a nationwide, continuous survey designed to provide communities with reliable and timely demographic, housing, social and economic data. The ACS replaces the decennial census long form in 2010 and every year thereafter. The annual ACS sample is smaller than that of previous long form surveys resulting in a larger sampling error. Coefficients of Variation (CVs), which are statistical measures that show the relative amount of sampling error associated with an estimate, are presented here as a measure of reliability and usability of the data. One unit of geography used for the 2010 - 2014 data is the census tract - a small statistical area within a county, which is delineated every 10 years prior to the decennial census. The other unit of geography used for the 2010 - 2014 data is the ZIP Code Tabulation Area (ZCTA). ZCTAs are statistical geographic areas produced by the Census Bureau by aggregating census blocks to create generalized areas closely resembling the U.S. Postal Service's postal ZIP codes. Please note that this is only a small portion of the data collected as part of the American Community Survey. For more information please see https://www.census.gov/acs/www/ . Map Service Link: http://geodata.md.gov/imap/rest/services/Demographics/MD_AmericanCommunitySurvey/MapServer","http://data.imap.maryland.gov/datasets/a5cdca3f4ade4d698ffe10c83bf5c656_1.zip","http://data.imap.maryland.gov/datasets/a5cdca3f4ade4d698ffe10c83bf5c656_1.zip###http://geodata.md.gov/imap/rest/services/Demographics/MD_AmericanCommunitySurvey/MapServer/1###http://data.imap.maryland.gov/datasets/a5cdca3f4ade4d698ffe10c83bf5c656_1",
"iso19139","a952e9bd-8303-4d98-8323-c714d92b5f7b","587022","Maryland Incentive Zones - BRAC Zones","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . The Maryland Department of Commerce (COMMERCE) identifies and maintains boundaries to identify designated areas of growth; provide local governments with financial assistance for public infrastructure in these well-defined areas and align other state resources and programs to local governments and businesses for a coordinated State effort on making the zones the focus of BRAC growth. Last Updated: 11/01/2013 Feature Service Link: http://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_IncentiveZones/FeatureServer/3","http://data.imap.maryland.gov/datasets/78d7d5f08fe44a09ba980b71ca300e36_3.zip","http://data.imap.maryland.gov/datasets/78d7d5f08fe44a09ba980b71ca300e36_3.zip###http://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_IncentiveZones/FeatureServer/3###http://data.imap.maryland.gov/datasets/78d7d5f08fe44a09ba980b71ca300e36_3",
"iso19139","9e4716e5-b616-45b3-8ba3-e38836b2dd5a","587020","US Congressional Districts 2011","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . Maryland adopted new Congressional districts on October 20. 2011 (per U.S. Constitution Article I, Section 2) and new State Legislative districts on February 24, 2012 (per Maryland Constitution Article III, Section 5) based on the changes in population reported in the 2010 U.S. Census and in accordance with Maryland’s “No Representation Without Population Act” of 2010. The Maryland Department of Planning (MDP) is the repository of the 2011 Congressional and 2012 Legislative districts as well as historical reapportionment and redistricting maps and data. MDP is Maryland's designated State Agency coordinator for the Census Redistricting Data Program with the U.S. Bureau of the Census. Map Service Link: http://geodata.md.gov/imap/rest/services/Boundaries/MD_ElectionBoundaries/MapServer","http://data.imap.maryland.gov/datasets/08fa2bf1108d4f99bac2338d32bbc777_0.zip","http://data.imap.maryland.gov/datasets/08fa2bf1108d4f99bac2338d32bbc777_0.zip###http://geodata.md.gov/imap/rest/services/Boundaries/MD_ElectionBoundaries/MapServer/0###http://data.imap.maryland.gov/datasets/08fa2bf1108d4f99bac2338d32bbc777_0",
"iso19139","21e1f874-02b5-4787-af5b-e67338390938","587024","Maryland Incentive Zones - Enterprise Zones","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . The Maryland Department of Commerce (COMMERCE) identifies and maintains boundaries where business may be eligible for income tax and real property tax credits for job creation and investments. Businesses may be eligible for the following tax credits: real property tax credits and income tax credits. Last Updated: 12/15/2015 Feature Service Link: http://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_IncentiveZones/FeatureServer/4","http://data.imap.maryland.gov/datasets/7cf8d21bc29f4fe38ba4304e80194c6e_4.zip","http://data.imap.maryland.gov/datasets/7cf8d21bc29f4fe38ba4304e80194c6e_4.zip###http://geodata.md.gov/imap/rest/services/BusinessEconomy/MD_IncentiveZones/FeatureServer/4###http://data.imap.maryland.gov/datasets/7cf8d21bc29f4fe38ba4304e80194c6e_4",
"iso19139","7fc21092-3a3b-4df6-9d92-a31623169abb","587019","Hospice","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . DHMH has identified licensed long-term care and assisted living facilities in Maryland including: acute, general and special hospitals, children's hospitals, geriatric care hospitals, assisted living facilities, dialysis centers, hospice facilities, long term care facilities, psychiatric hospitals and rehabilitation hospitals. Last Updated: 10/06/2014 (Updated Quarterly) Map Service Link: http://geodata.md.gov/imap/rest/services/Health/MD_LongTermCareAssistedLiving/MapServer","http://data.imap.maryland.gov/datasets/d66d086c78f244aaa0c58f1aa97d3a73_1.zip","http://data.imap.maryland.gov/datasets/d66d086c78f244aaa0c58f1aa97d3a73_1.zip###http://geodata.md.gov/imap/rest/services/Health/MD_LongTermCareAssistedLiving/MapServer/1###http://data.imap.maryland.gov/datasets/d66d086c78f244aaa0c58f1aa97d3a73_1",
"iso19139","887ae31f-6224-4849-b0fc-70206e3e87a1","587018","UMD Buildings","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . This map service contains Campus Facilities for the following Maryland Universities and Colleges - University of Maryland, College Park. Layers contained in this service include but are not limited to campus boundaries, parking lots, building, and road centerlines. Last Updated: 09/2015 Map Service Link: http://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/MapServer","http://data.imap.maryland.gov/datasets/93498daeccee49509465f2ba3e726a09_2.zip","http://data.imap.maryland.gov/datasets/93498daeccee49509465f2ba3e726a09_2.zip###http://geodata.md.gov/imap/rest/services/Structure/MD_CampusFacilities/MapServer/2###http://data.imap.maryland.gov/datasets/93498daeccee49509465f2ba3e726a09_2",
"iso19139","54c9f7c5-5bbb-47a6-9f49-03e68adc0a30","587025","Offshore Wind Roses","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . This services contains a compilation of layers that were used to inform Offshore Wind Energy Planning in Maryland. Map Service Link: http://geodata.md.gov/imap/rest/services/UtilityTelecom/MD_OffshoreWindEnergyPlanning/MapServer","http://data.imap.maryland.gov/datasets/74c5384e90ee4d99a7c4dd740336cba1_4.zip","http://data.imap.maryland.gov/datasets/74c5384e90ee4d99a7c4dd740336cba1_4.zip###http://geodata.md.gov/imap/rest/services/UtilityTelecom/MD_OffshoreWindEnergyPlanning/MapServer/4###http://data.imap.maryland.gov/datasets/74c5384e90ee4d99a7c4dd740336cba1_4",
"iso19139","bdfc5cd2-732d-4559-a9c7-df38dd683aec","2609","Permanently Preserved Agricultural Lands: Maryland, 2014","This layer contains lands that have been forever restricted from development on prime farmland and woodland.  Permanently preserved agricultural lands are parcels subject to some type of preservation easement as well as properties owned by federal, state and local governments. In addition, properties owned by local trusts and private conservation organizations such as The Nature Conservancy are included. Conservation easements include easements from the Maryland Agricultural Land Preservation Foundation (MALPF), Rural Legacy, Forest Legacy, Maryland Environmental Trust (MET), county and state purchases of development rights, transfers of development rights, open space from home owners associations, local open space requirements, and private conservation easements. This data is compiled from settlement data directly from conservation program administrators, county GIS updates on preservation activities, and publicly available data from the Maryland Department of Natural Resources. In addition, this data is in the process of being realigned to the 2012 MD iMap parcel polygons. The realignments are available on a county by county basis depending on the production schedule.","","",
"iso19139","c10e356c-4524-4492-a63c-93cde940826e","587021","title changed woohoo","This is a MD iMAP hosted service. Find more information at http://imap.maryland.gov . Maryland Sports ( http://www.marylandsports.us/ ) has identified sport venues located within the State of Maryland. These venues offer opportunities to participate in free and fee-based, organized and pick-up, indoor and outdoor sports and physical fitness related activities in the areas of Archery, Auto Racing, Badminton, Baseball, Basketball, Beach Volleyball, BMX, Boating, Bowling, Boxing, Broomball, Cheer/Dance, Cricket, Cross Country, Cross Country Skiing, Curling, Cycling, Disc Golf, Diving, Dodge Ball, Equestrian, Extreme Sports, Fencing, Field Hockey, Fishing, Flag Football, Football, Futsal, Golf, Gymnastics, Horse Racing, Hunting, Ice Hockey, Ice Skating, Indoor Sports, Indoor Track, Judo, Karate, Kayaking, Kickball, Lacrosse, Martial Arts, Motorsports, Mountain Biking, Orienteering, Paintball, Polo, Racquetball, Rafting, Rock Climbing, Rodeo, Roller Sports, Rowing/Crew, Rugby, Running Sports, Sailing, Shooting, Skateboarding, Skiing, Snowboarding, Soccer, Softball, Speed Skating, Squash, Swimming, Synchronized Swimming, Table Sports, Taw Kwan Doe, Team Handball, Tennis, Track & Field, Triathlon, Ultimate Frisbee, Volleyball, Water Polo, Water Sports, Weightlifting and Wrestling. Maryland Sports is supported by the Maryland Stadium Authority and the Maryland Department of Business and Economic Development (DBED). Last Updated: 08/2014 Map Service Link: http://geodata.md.gov/imap/rest/services/Society/MD_SportVenues/MapServer","","http://geodata.md.gov/imap/rest/services/Society/MD_SportVenues/MapServer/29###http://imgur.com/gallery/tancjj6",
"iso19139","abda69d2-f0d0-4a3b-b08b-e1c6018ed625","604196","PGC Public Shooting Range 2015","Point locations of Pennsylvania Game Commission public shooting ranges. Rangetype 'R' = Rifle, 'P' = Pistol. Shooting permits or valid Pennsylvania hunting license required in order to use these facilities. Information available on the PGC website and Hunting Digest. Be sure to check the status of the range to ensure that it is open.","","http://www.pasda.psu.edu/",
