schema,uuid,id,gmd:title,gmd:MD_Metadata,originator,publisher,keywords_theme,link_no_protocol,keywords_place,link_information,link_download,link_service_esri,link_invalid_protocol,link_service_wms
iso19139,24af00a7-8145-421e-9ede-d96d69f2b667,11358,"LANDSURVEY_STATE_POLY_IN: State Boundary of Indiana (Indiana Geological Survey, 1:24,000, Polygon Shapefile)","LANDSURVEY_STATE_POLY_IN is a 1:24,000-scale polygon shapefile with a projection of Universal Transverse Mercator (UTM) North American Datum (NAD) 1983 zone 16.",Karen K. Like (digital compiler)###Indiana Geological Survey,Indiana Geological Survey,boundaries###cartography###basemap###state boundary###Indiana Geological Survey###PLSS###Digital Raster Graphic###Indiana boundary###United States Geological Survey###USGS###Public Land Survey System###IGS###DRG,http://maps.indiana.edu/arcgis/rest/services/Reference/PLSS_State/MapServer/export###http://maps.indiana.edu/download/Reference/PLSS_State.zip,Vermillion County###Benton County###Kosciusko County###Jennings County###White County###Union County###Posey County###Whitley County###Franklin County###Greene County###Pike County###Wayne County###Morgan County###Jay County###Monroe County###Bartholomew County###Lagrange County###Indiana###Montgomery County###Ripley County###Pulaski County###Shelby County###Warren County###Decatur County###Spencer County###Rush County###Hancock County###Martin County###Warrick County###Steuben County###Hamilton County###Gibson County###Vigo County###Owen County###St Joseph County###Knox County###Miami County###Clark County###Dearborn County###Allen County###Marion County###Johnson County###Huntington County###Adams County###Randolph County###Howard County###Ohio County###Cass County###Tippecanoe County###Fulton County###Elkhart County###Jasper County###Switzerland County###Sullivan County###Wabash County###Orange County###Daviess County###Putnam County###Marshall County###Clinton County###Delaware County###Jefferson County###Scott County###Carroll County###LaPorte County###Porter County###Hendricks County###Floyd County###Vanderburgh County###Henry County###Brown County###Newton County###Dekalb County###Tipton County###Fountain County###Blackford County###Clay County###Perry County###Madison County###Washington County###Jackson County###Lake County###Harrison County###Starke County###Dubois County###Boone County###Noble County###Crawford County###Lawrence County###Wells County###Fayette County###Parke County###Grant County,,,,,
iso19139,cf604b21-2d36-4e25-bc55-d2bca9773f00,9557,"QUADRANGLES_100K_USGS_IN: Index of USGS 100,000 Scale Quadrangles in Indiana (U.S. Geological Survey, 1:100,000, Polygon Shapefile)",This dataset shows the grid index of USGS 100K quadrangles. Each polygon is attributed with the official USGS quadrangle name and index number.,US Geological Survey (Data creator),,"boundaries###quadrangles###100K quadrangles###1:100,000 quadrangles###quadrangle boundary###United States Geological Survey (USGS)###1:100,000###U.S. Geological Survey (USGS)###quadrangle index",http://maps.indiana.edu/download/Reference/Quadrangle_Boundaries_100k.zip,Tippecanoe County###Pulaski County###Sullivan County###Kosciusko County###Allen County###LaPorte County###Michigan###Marshall County###Daviess County###Howard County###DeKalb County###Scott County###Lake County###Posey County###Bartholomew County###Dubois County###Pike County###Orange County###Tipton County###Morgan County###Elkhart County###Porter County###Grant County###Floyd County###Adams County###Brown County###Fayette County###Putnam County###Newton County###Hendricks County###Monroe County###Fulton County###Clay County###Henry County###Madison County###Carroll County###Spencer County###Martin County###Owen County###Ohio###Starke County###Washington County###Gibson County###Shelby County###Crawford County###Noble County###Cass County###Boone County###Vermillion County###Switzerland County###Jay County###Benton County###Fountain County###St Joseph County###Ripley County###Warren County###Lagrange County###Decatur County###Rush County###Hamilton County###White County###Kentucky###Jennings County###Vanderburgh County###Greene County###Union County###Jackson County###Wabash County###Franklin County###Marion County###Perry County###Clinton County###Randolph County###Montgomery County###Wayne County###Indiana###Illinois###Warrick County###Harrison County###Lawrence County###Steuben County###Miami County###Parke County###Wells County###Clark County###Blackford County###Delaware County###Johnson County###Jefferson County###Hancock County###Knox County###Ohio County###Huntington County###Whitley County###Vigo County###Dearborn County###Jasper County,,,,,
iso19139,764ca563-6b91-4d52-965b-0199fb50cdcd,11120,"URBAN_AREAS_TIGER00_IN: Indiana Major Urban Areas (U.S. Census Bureau, 1:100,000, Polygon Shapefile)","URBAN_AREAS_TIGER00_IN contains major urban areas in Indiana identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files. Data does not contain census demographic data.","(conversion): AVENZA Systems Inc.###(creation): U.S. Department of Commerce, U.S. Census Bureau###(compilation): Bernardin, Lochmueller and Associates","Bernardin, Lochmueller and Associates",boundaries,http://maps.indiana.edu/download/Reference/Places_Urban_Areas.zip###http://maps.indiana.edu/arcgis/rest/services/Reference/Places_Urban_Areas/MapServer/export,,,,,,
iso19139,69ba45fe-41c4-4453-88e4-c5b104883675,13436,"POPULATED_AREAS_TIGER00_IN: Populated Areas in Indiana 2000 (U.S. Census Bureau, 1:100,000, Polygon Shapefile)","POPULATED_AREAS_TIGER00_IN contains aerial locations for all populated places identified by the US Bureau of the Census. Attributes include city name, FIPS code, Census type, and demographic data. This file does not necessarily reflect the legal limits of any city, town, or incorporation. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables.","(creation): U.S. Department of Commerce, U.S. Census Bureau###(compilation): Bernardin, Lochmueller and Associates###(conversion): AVENZA Systems Inc.","Bernardin, Lochmueller and Associates",boundaries,http://maps.indiana.edu/arcgis/rest/services/Reference/Places_Populated_Areas/MapServer/export###http://maps.indiana.edu/download/Reference/Places_Populated_Areas.zip,,,,,,
iso19139,41d2652e-ec0b-4e23-aaaa-b3fd11d8d5f2,14562,"BENCHMARKS_NOAA_IN: Geodetic Control Point Locations in Indiana (National Oceanic and Atmospheric Administration, Point Shapefile)","The following is excerpted from the metadata named ""Horizontal and Vertical Geodetic Control Data"" provided by NOAA: ""This data contains a set of geodetic control stations maintained by the National Geodetic Survey. Each geodetic control station in this dataset has either a precise Latitude/Longitude used for horizontal control or a precise Orthometric Height used for vertical control, or both. The National Geodetic Survey (NGS) serves as the Nation's depository for geodetic data. The NGS distributes geodetic data worldwide to a variety of users. These geodetic data include the final results of geodetic surveys, software programs to format, compute, verify, and adjust original survey observations or to convert values from one geodetic datum to another, and publications that describe how to obtain and use Geodetic Data products and services.""","Indiana Geological Survey (data processor)###National Oceanic & Atmospheric Administration (NOAA), National Geodetic Survey (data originator)###Chris Dintaman (digital compiler)",Indiana Geological Survey,location###global positioning system (GPS)###Indiana Geological Survey (IGS)###cartography###geodesy###point###base map###geographic information system (GIS)###benchmark,http://maps.indiana.edu/download/Reference/Benchmarks_NOAA.zip###http://maps.indiana.edu/arcgis/rest/services/Reference/Benchmarks_NOAA/MapServer/export,Tippecanoe County###Pulaski County###Sullivan County###Kosciusko County###Allen County###LaPorte County###Marshall County###Daviess County###Howard County###DeKalb County###Scott County###Lake County###Posey County###Madison County###Bartholomew County###Dubois County###Pike County###Orange County###Tipton County###Morgan County###Elkhart County###Porter County###Grant County###Floyd County###Adams County###Brown County###Fayette County###Putnam County###Newton County###Hendricks County###Monroe County###Fulton County###Clay County###Henry County###Carroll County###Spencer County###Martin County###Owen County###Starke County###Washington County###Gibson County###Shelby County###Crawford County###Noble County###Cass County###Boone County###Vermillion County###Switzerland County###Jay County###Benton County###Fountain County###St Joseph County###Ripley County###Warren County###Lagrange County###Decatur County###Rush County###Hamilton County###White County###Jennings County###Vanderburgh County###Greene County###Union County###Jackson County###Wabash County###Franklin County###Marion County###Perry County###Clinton County###Randolph County###Montgomery County###Wayne County###Indiana###Warrick County###Harrison County###Lawrence County###Steuben County###Miami County###Parke County###Wells County###Clark County###Blackford County###Delaware County###Johnson County###Jefferson County###Hancock County###Knox County###Ohio County###Huntington County###Whitley County###Vigo County###Dearborn County###Jasper County,,,,,
iso19139,d2f54135-7524-4c9a-9f9b-2e65cefdc213,11977,Roads,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,e8b1c364-d481-4e3f-9ab5-b82cd452c02d,9720,School_Districts,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,3e2a98f6-aad7-4845-b997-5b0c805548cb,10655,Schools,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,ca6ad1f0-94d1-4093-8734-67070ce9948f,14588,Streams,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,b492af30-9cce-4010-81d7-d5a869e7c411,13162,Watersheds,Abstract: This feature class displays all of the largest drainage areas in Washtenaw County. It has been developed to meet the needs of upstream and downstream network tracing by Washtenaw County employees and citizens. This data was created from delenations of a mosiaced grid comprised of USGS Quadrangle DEMs. The data was then conflated with perspective stream reach information.,Washtenaw County Drain Commissioner's Office,,Runoff###Drainage###Sub-Basin###Watershed###Catchment###Streams###Basin,,,,,,,
iso19139,372936ac-6b4f-49be-8244-d72685061917,14088,AATABusStops,,City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,ac67b9e4-9544-4f4c-9ada-758110192110,14998,Lakes,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,3c72aded-8717-40cd-8885-e1ac942d2d35,13832,Jurisdiction_boundary,"This layer shows the geographic boundaries of local units of government in Washtenaw County.  These are often referred to as CVTs (Cities, Villages, and Townships).  The layer is updated in conjunction with other parcel-related features in a topologic relationship.",Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,988fb334-7895-4ddd-82b9-611745ea162d,12896,City of Ann Arbor (Zoning Districts),Polygon boundaries of the City of Ann Arbor Zoning Districts.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,0f4f31e1-98b0-4594-a143-49295e642319,14667,Board of Commissioners Districts,"County elected representative districts. This feature class displays the Washtenaw County Board of Commissioner Districts. These boundaries are based off the results of the 2010 census, but were not put into effect until January 1, 2013. The boundaries were created in 2011 by the County Apportionment Commission. More info is available at http://www.ewashtenaw.org/government/clerk_register/county-apportionment-commission",Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,728e5623-8959-4b47-953d-af335d3e20c0,13647,Hospital,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,1600250a-e594-4759-ac42-f30791814475,13646,Parcels,,Washtenaw County GIS,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,3897326d-2f7d-4b60-93b6-667ab89f419d,10031,City of Ann Arbor (Current Land Use),Polygons showing the current Land Use information for the City of Ann Arbor.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,825003a8-3a1f-4f20-947c-7c80b0db5d62,11732,City of Ann Arbor (Non City Open Spaces),Polygons depicting the open space land within or near the City of Ann Arbor that is NOT owned by the City of Ann Arbor.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,adc75923-a03d-45e0-8dc0-c8625c9587a3,10662,City of Ann Arbor (Polling Locations),"Points depicting the location of all polling places for the City of Ann Arbor. Includes the polling place address, building name, the precint that votes there.",Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,1b92c4a1-0257-461e-9029-28a82fb2be47,12456,City of Ann Arbor (University and College Owned Parcels),Polygon parcels of land owned by a University or College.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,eb7d6e52-cf30-4522-8fac-a17b503d2923,10599,City of Ann Arbor (Parks),Polygons of the City of Ann Arbor owned parkland properties.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,8eeb0ea6-8fd4-42f5-a2a0-91b14366350b,14782,AA_Historic_Districts,,City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,0f903834-4d6e-40be-af69-90f78853fd8a,12729,City of  Ann Arbor (Greenbelt Properties),Polygon properties preserved under the Open Space and Parkland Preservation Millage of 2003.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,Preservation###Greenbelt###Conservation,,Ann Arbor,,,,,
iso19139,52c8251d-b20a-43ea-b2a2-6953eecdd3e7,14674,Schools,School (K-12) properties throughout the City updated whenever new schools are added.,City of Ann Arbor - Community Services,,Schools,,Ann Arbor,,,,,
iso19139,5d6fe3ab-e0d3-4122-8a5e-87e8fe7d2b85,9791,City of Ann Arbor Voting Precincts,Polygons of the City of Ann Arbor Voting Precincts.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,fa45d02e-2d72-4f7e-a987-94e0dada46ee,10366,AA_Greenbelt_Boundary,,City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,baba4cba-8d15-4171-8b05-0a485716a285,13302,A2Streetlights,,City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,0e41d423-9ef3-4c62-9329-e26ccf43f4a3,9878,AA_Trees,"This dataset depicts the point locations of street and park trees, along with stumps and vacant planting sites. Davey Resource Group performed a public tree inventory for the City of Ann Arbor from February-April, 2009. Data concerning these trees have been collected and analyzed, providing information about species composition, condition, and maintenance requirements.",Davey Resource Group - City of Ann Arbor Tree Inventory###City of Ann Arbor,City of Ann Arbor Data Catalog,Tree Inventory,,,,,,,
iso19139,6f7e3f7e-8bd4-4bf3-873f-31ce7edde370,11410,A2Streetlights,,City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,3fe27728-2f30-4b6d-87de-a5c21cb02d1f,11712,City of Ann Arbor (Building Footprints),Woolpert completed a semi-automated method for building generation utilizing new countywide 2009 LiDAR data and existing 2005-2008 orthoimagery. Buildings over 100 square feet were generated and run through a QC process. The final building polygons were developed for the entire å±709-square mile county area. The dataset has had all but those footprints near or within the City of Ann Arbor and contains an average building height.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,dd8c1b88-ea4e-426b-b361-d5abac14db6d,11280,Downtown Development Authority,"The City of Ann Arbor created the Ann Arbor DDA (Ordinance No. 14-82) in 1982 and renewed it in 2003 with a substantial amendment to its original Development Plan. Over its history, the DDA has been a significant and influential catalyst for the revitalization and renewal of downtown Ann Arbor. The Ann Arbor Downtown Development District encompasses all or part of 66 city blocks, or approximately 271 acres, of which 80 acres are public rights-of-way.",City of Ann Arbor - Community Services,,DDA###Downtown,,Ann Arbor,,,,,
iso19139,62086121-387a-4e02-959b-0d303ad14f84,11881,AA_Floodway,"A ""Regulatory Floodway"" means the channel of a river or other watercourse and the adjacent land areas that must be reserved in order to discharge the base flood without cumulatively increasing the water surface elevation more than a designated height. Communities must regulate development in these floodways to ensure that there are no increases in upstream flood elevations. For streams and other watercourses where FEMA has provided Base Flood Elevations (BFEs), but no floodway has been designated, the community must review floodplain development on a case-by-case basis to ensure that increases in water surface elevations do not occur, or identify the need to adopt a floodway if adequate information is available. Created by Systems Planning based off of FEMA floodplain info. In the process of being updated based on newest FEMA data.",City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,81ebb1cb-ab36-469b-8b44-3be03c888024,10785,Future Land Use,Future land use designations as defined by the collective City Area plans.,City of Ann Arbor - Community Services,,Land Use###Community Services###Planning,,Ann Arbor,,,,,
iso19139,f0a874d3-e18d-4bd6-b53c-7f2142e988ac,10594,City of Ann Arbor (City Owned Parcels),Polygon parcels of land owned by the City of Ann Arbor near or in the City Boundary.,City of Ann Arbor - Community Services###City of Ann Arbor,City of Ann Arbor Data Catalog,Political###Administrative,,Ann Arbor,,,,,
iso19139,a79535bc-5dc4-4309-8587-1805a6660290,9792,AA_Floodplain,"That portion of the river valley, adjacent to the channel, which is built of sediments deposited during the present geological / climatic regime. Based on statistically derived hydrologic recurrence intervals, a portion of the land adjacent to the watercourse experiences bank full overflow during flood stage episodes. created by the City of Ann Arbor Systems Planning using FEMA data. Is now being updated by Systems Planning using newest FEMA data.",City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,1cf5bfb9-78d9-4afe-a9d6-91bd8ac4c4c6,14618,City of Ann Arbor (City Boundary),Polygons defining the boundary of The City of Ann Arbor.,Scott Harrod###City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,1766db0a-63b8-4f61-9f77-2a4892575f05,11772,GISEnterprise.PSOWNER.WHydrant,"Location of water hydrants within the Water Network. Historically, attribute information was taken from the hydrant database.",REQUIRED: The name of an organization or individual that developed the data set.,,Water Network###Hydrant,,,,,,,
iso19139,f76a4469-4500-45dd-9671-083ca35c2508,14380,A2Catchbasins,,City of Ann Arbor,City of Ann Arbor Data Catalog,,,,,,,,
iso19139,65c27bdc-2722-41ca-889b-2eb0368a772f,11508,"CENSUS_BLCKGRPS_TIGER00_POPDENS_IN: Indiana Population Density 2000 (U.S. Census Bureau, 1:100000, Polygon Shapefile)","CENSUS_BLCKGRPS_TIGER00_POPDENS_IN contains populaton densities calculated for all Indiana blockgroups identified by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census Bureau, Census 2000 Tiger Line Files and SF1 tables.","(creation): U.S. Department of Commerce, U.S. Census Bureau###(conversion): AVENZA Systems Inc.###(compilation): Bernardin, Lochmueller and Associates###(compilation): Denver Harper, Indiana Geological Survey",Indiana Geological Survey,society###Families###Census###Block groups###TIGER/Line###Statistical Boundary###Home Ownership###Minorities###Polygon###Feature Identifier###Demographic###Population###Census Blockgroups###Age,,Tippecanoe County###Pulaski County###Sullivan County###Kosciusko County###Allen County###LaPorte County###Marshall County###Daviess County###Howard County###DeKalb County###Scott County###Lake County###Posey County###Bartholomew County###Dubois County###Pike County###Orange County###Tipton County###Morgan County###Elkhart County###Porter County###Grant County###Floyd County###Adams County###Brown County###Fayette County###Putnam County###Newton County###Hendricks County###Monroe County###Fulton County###Clay County###Henry County###Indiana###Madison County###Carroll County###Spencer County###Martin County###Owen County###Starke County###Washington County###Gibson County###Shelby County###Crawford County###Noble County###Cass County###Boone County###Vermillion County###Switzerland County###Jay County###Benton County###Fountain County###St Joseph County###Ripley County###Warren County###Lagrange County###Decatur County###Rush County###Hamilton County###White County###Jennings County###Vanderburgh County###Greene County###Union County###Jackson County###Wabash County###Franklin County###Marion County###Perry County###Clinton County###Randolph County###Montgomery County###Wayne County###Delaware County###Warrick County###Harrison County###Lawrence County###Steuben County###Miami County###Parke County###Wells County###Clark County###Blackford County###Johnson County###Jefferson County###Hancock County###Knox County###Ohio County###Huntington County###Whitley County###Vigo County###Dearborn County###Jasper County,,,,,
iso19139,d026bd05-d581-4477-9ed4-611082c8bf49,9623,"CHILDREN_POVERTY_2011_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2011, by School District (United States Census Bureau, 1:500000, Polygon Shapefile)","CHILDREN_POVERTY_2011_USCB_IN.SHP is a polygon shapefile of 2011 unified school districts in Indiana. It also contains 2011 census data showing percentages of children in poverty for each school district for the state of Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled ""Small Area Income and Poverty Estimates,"" . Discussion of these data, which are estimates produced under the Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program, are provided at . The following is excerpted from an Adobe Acrobat PDF document named ""TGRSHP2011_TECHDOC.PDF (U.S. Census Bureau) and also from the Web page of the SAIPE program: ""School Districts are single-purpose administrative units within which local officials provide public educational services for the area's residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S. Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school districts. ""The 2011 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2011 shapefiles contain information from the 2009-2010 school year. The 2009-2010 school districts represent districts in operation as of January 1, 2010. ""The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general, where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where there is an elementary school district the secondary school district may or may not exist (see explanation below). ""The U.S. Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state and local programs use the income and poverty estimates for distributing funds and managing programs. ""The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer under age 5 in poevery (for states only). number of related children ages 5 to 17 in families in poverty. Number of children under age 18 in poverty. Median household income.""","Indiana Geological Survey (processor)###Indiana Business Research Institute (data provider)###United States Department of Commerce, United States Census Bureau (creator)",United States Census Bureau,society###boundaries###United States Department of Commerce###census###Indiana Business Research Center (IBRC)###demographic###TIGER/Line###United States Census Bureau (USCB)###children###Indiana Geological Survey (IGS)###unified school district###school###Feature Identifier###statistical boundary###geographic information system (GIS)###poverty###school district,http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty_2011/MapServer/export###http://maps.indiana.edu/download/Demographics/Population_Children_Poverty_2011.zip,Tippecanoe County###Pulaski County###Sullivan County###Kosciusko County###Allen County###LaPorte County###Marshall County###Daviess County###Howard County###Scott County###Lake County###Posey County###Bartholomew County###Dubois County###Pike County###Orange County###Dekalb County###Tipton County###Morgan County###Elkhart County###Porter County###Grant County###Floyd County###Adams County###Brown County###Fayette County###Putnam County###Newton County###Hendricks County###Monroe County###Fulton County###Clay County###Henry County###Madison County###Carroll County###Spencer County###Martin County###Owen County###Starke County###Washington County###Gibson County###Shelby County###Crawford County###Noble County###Cass County###Boone County###Vermillion County###Switzerland County###Jay County###Benton County###Fountain County###St Joseph County###Ripley County###Warren County###Lagrange County###Decatur County###Rush County###Hamilton County###White County###Jennings County###Vanderburgh County###Greene County###Union County###Jackson County###Wabash County###Franklin County###Marion County###Perry County###Clinton County###Randolph County###Montgomery County###Wayne County###Indiana###Warrick County###Harrison County###Lawrence County###Steuben County###Miami County###Parke County###Wells County###Clark County###Blackford County###Delaware County###Johnson County###Jefferson County###Hancock County###Knox County###Ohio County###Huntington County###Whitley County###Vigo County###Dearborn County###Jasper County,,,,,
iso19139,f5f07783-172e-492f-83cf-50a5e67d32d9,12857,"CHILDREN_POVERTY_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2004, by School District (United States Census Bureau, 1:500000, Polygon Shapefile)","Data regarding children (ages 5 to 17) from families in poverty in Indiana in 2004, tabulated by school district, were obtained from a Web page of the U.S. Census Bureau. These data, which are estimates produced under the Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program, were then incorporated into a preexisting shapefile showing school districts in Indiana, as of 2000. Data that were obtained for each school district included total population of each district, population of relevant children (ages 5 to 17), and number of children from families in poverty. A new field, giving the percentage of children in each district that are from families in poverty, was calculated by dividing the number of children in poverty by the population of relevant children. The SAIPE data were produced for school districts as they existed in 2005-2006. It was not possible to find a boundary file for school districts in those years, so a boundary file for 2000 was used. In a few areas, it was not possible to match the SAIPE data with the 2000 school-district boundaries. This is presumably the result of changes (such as mergers or divisions) of school districts between 2000 and 2006. Regarding the preexisting shapefile showing school districts, the following is excerpted from an online document produced by the U.S. Census Bureau pertaining to unified school districts (found at http://www.census.gov/geo/www/cob/sd_metadata.html): ""School districts are geographic entities within which state, county, or local officials provide public educational services for the area's residents. The U.S. Census Bureau obtains the boundaries and names for school districts from state officials. The U.S. Census Bureau first provided data for school districts in the 1970 census. For Census 2000, the U.S. Census Bureau tabulated data for three types of school districts: elementary, secondary, and unified. ""Each school district is assigned a five-digit code that is unique within state. School district codes are assigned by the Department of Education and are not necessarily in alphabetical order by school district name.""","Denver Harper (Data processor)###United States Department of Commerce, United States Census Bureau (Data creator)###Indiana Geological Survey (Data processor)",Indiana Geological Survey (IGS),polygon###school district###poverty###school###United States Department of Commerce (USDOC)###vector###geographic information system (GIS)###Indiana Geological Survey (IGS)###children###United States Census Bureau (USCB)###boundaries###society,http://maps.indiana.edu/download/Demographics/Population_Children_Poverty.zip###http://maps.indiana.edu/arcgis/rest/services/Demographics/Population_Children_Poverty/MapServer/export,Vermillion County###Benton County###Kosciusko County###Jennings County###White County###Union County###Posey County###Whitley County###Franklin County###Greene County###Pike County###Wayne County###Morgan County###Jay County###Monroe County###Bartholomew County###Lagrange County###Indiana###Montgomery County###Ripley County###Pulaski County###Shelby County###Warren County###Decatur County###Spencer County###Rush County###Hancock County###Martin County###Warrick County###Steuben County###Hamilton County###Gibson County###Vigo County###Owen County###St Joseph County###Knox County###Miami County###Clark County###Dearborn County###Allen County###DeKalb County###Marion County###Johnson County###Huntington County###Adams County###Randolph County###Howard County###Ohio County###Cass County###Tippecanoe County###Fulton County###Elkhart County###Jasper County###Switzerland County###Sullivan County###Wabash County###Orange County###Daviess County###Putnam County###Marshall County###Clinton County###Delaware County###Jefferson County###Scott County###Carroll County###LaPorte County###Porter County###Hendricks County###Floyd County###Vanderburgh County###Henry County###Brown County###Newton County###Tipton County###Fountain County###Blackford County###Clay County###Perry County###Madison County###Washington County###Jackson County###Lake County###Harrison County###Starke County###Dubois County###Boone County###Noble County###Crawford County###Lawrence County###Wells County###Fayette County###Parke County###Grant County,,,,,
